Road No.,LRPName,length,condition,roadName,Traffic,Criticality_scores
Z7718,LRP001b,9.86,2,Kachua (Pingoria)-Talighati-Herma-Rampal Road,,
Z7718,LRP001b,10.0,2,Kachua (Pingoria)-Talighati-Herma-Rampal Road,,
Z8002,LRP003b,36.0,2,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road,,
Z8002,LRP004a,16.4,2,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road,,
Z8002,LRP008c,18.6,2,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road,,
Z8002,LRP008c,21.0,2,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road,,
Z8002,LRP014a,185.5,2,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road,,
Z8002,LRP015a,12.2,2,Keraniganj (Konakhola)-Kholamura-Hazratpur-Itavara-Mirpur (Hemayetpur) Road,,
Z8003,LRP007a,9.7,2,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road,,
Z8003,LRP008a,27.26,2,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road,,
Z8003,LRP009a,12.0,2,Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road,,
Z8004,LRP002a,75.3,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP005e,8.6,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP007b,23.76,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP008a,22.2,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP008a,22.2,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP009a,15.0,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP011a,14.3,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP014a,28.66,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP016a,27.4,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP016a,27.81,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP018a,15.4,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP018c,25.3,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP018c,22.0,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP019a,36.9,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP019a,24.5,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8004,LRP019c,36.6,2,Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road,,
Z8005,LRP004d,28.5,2,Rajnagar-Nimtali-Sirajdikhan Road,,
Z8005,LRP011c,46.0,2,Rajnagar-Nimtali-Sirajdikhan Road,,
Z8005,LRP011e,27.85,2,Rajnagar-Nimtali-Sirajdikhan Road,,
Z8005,LRP012a,28.5,2,Rajnagar-Nimtali-Sirajdikhan Road,,
Z8011,LRP002a,8.32,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP002a,8.32,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP012a,31.8,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP013a,6.9,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP014a,8.1,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP014b,5.25,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP019a,5.2,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP026a,11.0,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP026a,11.0,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP027c,8.2,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP028a,44.5,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP030c,15.75,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP032a,6.9,2,Pacchar-Sibchar-Madaripur Road,,
Z8011,LRP033a,12.0,2,Pacchar-Sibchar-Madaripur Road,,
Z8012,LRP001b,3.6,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP003a,22.1,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP004a,3.7,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP005a,3.6,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP008a,5.1,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP010a,6.8,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP012a,20.0,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8012,LRP012c,9.9,2,Shariatpur-Janjira-Kawrakandi (Kathalbari) Road,,
Z8021,LRP001a,30.78,2,Baraitala-Muksudpur Road,,
Z8021,LRP001a,30.82,2,Baraitala-Muksudpur Road,,
Z8021,LRP005a,13.9,2,Baraitala-Muksudpur Road,,
Z8021,LRP006b,45.38,2,Baraitala-Muksudpur Road,,
Z8021,LRP009a,7.35,2,Baraitala-Muksudpur Road,,
Z8021,LRP010b,72.05,2,Baraitala-Muksudpur Road,,
Z8021,LRP011a,12.2,2,Baraitala-Muksudpur Road,,
Z8021,LRP012b,10.1,2,Baraitala-Muksudpur Road,,
Z8021,LRP012d,6.0,2,Baraitala-Muksudpur Road,,
Z8021,LRP012e,12.2,2,Baraitala-Muksudpur Road,,
Z8021,LRP014b,6.05,2,Baraitala-Muksudpur Road,,
Z8023,LRPSa,2.2,2,Garakhola - Kashiani (Bashpur) Road,,
Z8023,LRP003a,20.8,2,Garakhola - Kashiani (Bashpur) Road,,
Z8031,LRP002b,5.2,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP003b,5.2,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP005a,20.8,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP007a,18.9,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP007d,7.2,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP008a,20.85,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP027a,93.02,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP037a,4.24,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP037b,12.1,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP038a,13.1,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP042a,12.5,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP043a,36.53,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP043c,12.45,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP043e,12.45,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP044a,16.13,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8031,LRP045a,13.1,2,Gouranadi-Paisarhat-Kotalipara-Gopalganj Road,,
Z8033,LRP004b,2.6,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP005c,5.88,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP005c,6.0,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP008a,104.2,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP008c,4.42,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP009a,5.27,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP010a,4.03,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP012a,13.3,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8033,LRP019a,30.65,2,Gariarpar-Banaripara-Sawrupkati-Kawkhali-Naikati Road,,
Z8034,LRP007a,5.28,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8034,LRP012a,20.0,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8034,LRP014a,11.4,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8034,LRP015d,18.23,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8034,LRP016a,24.3,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8034,LRP017a,6.85,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8034,LRP018a,10.9,2,Rahamatpur-Babuganj-Muladi-Hizla Road,,
Z8037,LRP002b,6.1,2,Barisal-Karapur-Nabagram-Swarupkathi Road,,
Z8038,LRPSb,6.5,2,Shikarpur-Uzirpur Road,,
Z8038,LRP005a,7.8,2,Shikarpur-Uzirpur Road,,
Z8044,LRP004a,30.75,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8044,LRP006a,5.5,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8044,LRP007a,5.5,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8044,LRP007b,5.5,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8044,LRP009b,3.5,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8044,LRP010a,25.17,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8044,LRP011a,24.65,2,Barisal (Dinerpool)-Laxmipasha-Dumki Road,,
Z8047,LRP002b,5.18,2,Bakerkati-Nalchity Road,,
Z8047,LRP007a,4.08,2,Bakerkati-Nalchity Road,,
Z8047,LRP007b,4.4,2,Bakerkati-Nalchity Road,,
Z8047,LRP009a,1.92,2,Bakerkati-Nalchity Road,,
Z8048,LRP002a,4.6,2,Chaker-Banaripara Road,,
Z8048,LRP002b,13.6,2,Chaker-Banaripara Road,,
Z8052,LRP008a,140.1,2,Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road,,
Z8052,LRP009a,31.3,2,Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road,,
Z8052,LRP013b,15.95,2,Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road,,
Z8052,LRP015a,25.15,2,Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road,,
Z8052,LRP017a,27.0,2,Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road,,
Z8053,LRP003a,24.4,2,Bauphal (Kalaiya)-Bogi-Bhola (Debirchar) Road,,
Z8054,LRP003a,6.75,2,Nalchity-Ponabalia-Jhalokati Road,,
Z8056,LRP002a,4.82,2,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road),,
Z8056,LRP003a,6.86,2,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road),,
Z8056,LRP004b,5.03,2,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road),,
Z8056,LRP009a,2.95,2,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road),,
Z8056,LRP010b,2.22,2,Dapdapia-Nalcity-Mollaherhat (Moheshpur) Road (Z.A Bhutto Road),,
Z8058,LRP001a,30.0,2,Nalchity-Pir Moazzam Hossain Road,,
Z8062,LRP005d,22.6,2,Pir Moazzem Hossain (Baisakia)- Rajapur (Mirerhat) Road,,
Z8065,LRP001b,6.7,2,Shariatpur-Ganganagar-Mongalmazirghat Road,,
Z8065,LRP004a,15.7,2,Shariatpur-Ganganagar-Mongalmazirghat Road,,
Z8065,LRP009b,12.5,2,Shariatpur-Ganganagar-Mongalmazirghat Road,,
Z8065,LRP011a,18.0,2,Shariatpur-Ganganagar-Mongalmazirghat Road,,
Z8065,LRP017b,54.05,2,Shariatpur-Ganganagar-Mongalmazirghat Road,,
Z8065,LRP018a,11.0,2,Shariatpur-Ganganagar-Mongalmazirghat Road,,
Z8067,LRP004a,35.6,2,Nagarkanda-Bhanga Road,,
Z8121,LRPSa,33.0,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP002b,19.5,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP004a,24.25,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP005a,3.0,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP006a,24.3,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP008a,24.3,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP009a,112.0,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP014a,37.4,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP020b,33.0,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP021a,9.0,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP021a,8.6,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP021b,13.5,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP021c,36.28,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP021c,12.8,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP022a,36.6,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP022a,33.0,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP026a,27.6,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP029a,8.2,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8121,LRP033d,61.2,2,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,,
Z8203,LRP001c,27.6,2,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road,,
Z8203,LRP004a,18.5,2,Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road,,
Z8204,LRP009b,24.4,2,Megula-Jalalpur-Gobindapur-Tikorpur Road,,
Z8205,LRP003b,7.5,2,Padma By-Pass (Alternative Road of ZKDS Road),,
Z8205,LRP011a,20.5,2,Padma By-Pass (Alternative Road of ZKDS Road),,
Z8401,LRP001a,9.38,2,Bhanga (Pukuria)-Sadarpur Road,,
Z8401,LRP001b,6.1,2,Bhanga (Pukuria)-Sadarpur Road,,
Z8401,LRP002a,12.2,2,Bhanga (Pukuria)-Sadarpur Road,,
Z8401,LRP004a,7.9,2,Bhanga (Pukuria)-Sadarpur Road,,
Z8401,LRP007c,53.3,2,Bhanga (Pukuria)-Sadarpur Road,,
Z8401,LRP008a,15.15,2,Bhanga (Pukuria)-Sadarpur Road,,
Z8402,LRPSb,2.4,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP002a,12.6,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP009a,6.8,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP022a,25.0,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP025a,39.05,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP028a,64.68,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP033b,12.0,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8402,LRP035a,33.05,2,Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road,,
Z8404,LRP002a,21.3,2,Talma-Nagarkanda Road,,
Z8404,LRP002a,21.43,2,Talma-Nagarkanda Road,,
Z8404,LRP003a,9.0,2,Talma-Nagarkanda Road,,
Z8404,LRP004a,5.05,2,Talma-Nagarkanda Road,,
Z8404,LRP006a,5.95,2,Talma-Nagarkanda Road,,
Z8404,LRP007a,34.45,2,Talma-Nagarkanda Road,,
Z8404,LRP009a,9.78,2,Talma-Nagarkanda Road,,
Z8408,LRP008e,18.3,2,Borashi-Parkushali-Singerkul-Borni-Tungipara (Shingipara) Road,,
Z8408,LRP010a,120.0,2,Borashi-Parkushali-Singerkul-Borni-Tungipara (Shingipara) Road,,
Z8412,LRP002a,15.4,2,Bajunia-Gaindasur Road,,
Z8412,LRP003c,8.8,2,Bajunia-Gaindasur Road,,
Z8412,LRP004a,7.2,2,Bajunia-Gaindasur Road,,
Z8412,LRP009a,15.4,2,Bajunia-Gaindasur Road,,
Z8416,LRPSc,22.44,2,Munshibazar - Hatgazaria Alternative Road,,
Z8416,LRP004a,12.2,2,Munshibazar - Hatgazaria Alternative Road,,
Z8419,LRP003b,24.5,2,Satpar-Ramdia-Fukurah Road,,
Z8419,LRP004a,18.5,2,Satpar-Ramdia-Fukurah Road,,
Z8419,LRP004c,18.5,2,Satpar-Ramdia-Fukurah Road,,
Z8420,LRPSa,15.0,2,Bijoypasha-Talarhati-Joynagarghat Road,,
Z8420,LRP004a,11.4,2,Bijoypasha-Talarhati-Joynagarghat Road,,
Z8601,LRP001a,10.0,2,Shariatpur (Burirhat)-Goshairhat Road,,
Z8601,LRP002a,10.0,2,Shariatpur (Burirhat)-Goshairhat Road,,
Z8601,LRP010a,47.75,2,Shariatpur (Burirhat)-Goshairhat Road,,
Z8602,LRPSa,4.8,2,Shariatpur-Naria Road,,
Z8602,LRP002a,3.7,2,Shariatpur-Naria Road,,
Z8602,LRP002b,3.6,2,Shariatpur-Naria Road,,
Z8602,LRP003b,15.35,2,Shariatpur-Naria Road,,
Z8602,LRP004a,15.35,2,Shariatpur-Naria Road,,
Z8602,LRP005d,2.55,2,Shariatpur-Naria Road,,
Z8602,LRP005f,3.6,2,Shariatpur-Naria Road,,
Z8604,LRP002b,45.1,2,Madaripur-Kalkini-Bhurghata Road,,
Z8604,LRP013b,12.15,2,Madaripur-Kalkini-Bhurghata Road,,
Z8604,LRP014a,5.4,2,Madaripur-Kalkini-Bhurghata Road,,
Z8604,LRP015b,6.3,2,Madaripur-Kalkini-Bhurghata Road,,
Z8604,LRP016a,18.3,2,Madaripur-Kalkini-Bhurghata Road,,
Z8605,LRP002a,4.5,2,Kaneswar-Damudya Road,,
Z8699,LRP005a,16.6,2,Chandra-Haimchar Road,,
Z8699,LRP005c,2.25,2,Chandra-Haimchar Road,,
Z8699,LRP006a,3.2,2,Chandra-Haimchar Road,,
Z8699,LRP008a,6.4,2,Chandra-Haimchar Road,,
Z8701,LRP002c,39.85,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP003d,21.7,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP003d,21.65,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP004a,21.57,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP004c,27.67,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP006a,61.4,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP007a,9.85,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP008b,24.6,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP009a,3.68,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP010a,24.4,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP012a,18.24,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP012c,18.3,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP014a,42.73,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP014d,42.73,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP018a,52.13,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP018a,52.0,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP018c,6.82,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP021a,36.93,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP025a,2.6,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP026a,22.1,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP027a,30.51,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP028a,30.5,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP028e,36.6,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP034b,18.65,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP034b,18.9,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP036a,24.75,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8701,LRP049a,36.7,2,Charkhali-Tushkhali-Mathbaria-Patharghata Road,,
Z8702,LRP002a,25.1,2,Rajapur-Naikati-Bekutia-Pirojpur Road,,
Z8702,LRP005c,18.5,2,Rajapur-Naikati-Bekutia-Pirojpur Road,,
Z8702,LRP007a,36.6,2,Rajapur-Naikati-Bekutia-Pirojpur Road,,
Z8702,LRP009a,25.1,2,Rajapur-Naikati-Bekutia-Pirojpur Road,,
Z8702,LRP010a,25.1,2,Rajapur-Naikati-Bekutia-Pirojpur Road,,
Z8702,LRP011b,5.88,2,Rajapur-Naikati-Bekutia-Pirojpur Road,,
Z8703,LRP007a,30.62,2,Jhalokati (Dhanshiri)-Kawkhali Road,,
Z8703,LRP008c,10.34,2,Jhalokati (Dhanshiri)-Kawkhali Road,,
Z8703,LRP009c,2.25,2,Jhalokati (Dhanshiri)-Kawkhali Road,,
Z8704,LRP004c,21.0,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8704,LRP004c,21.0,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8704,LRP005c,6.8,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8704,LRP006d,4.2,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8704,LRP007b,10.4,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8704,LRP007d,5.8,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8704,LRP009a,12.15,2,Jhalokati-Nabagram-Gava-Ekshirapara Road,,
Z8705,LRP006a,7.78,2,Bhandaria-Paikhkhali-Kathalia Road,,
Z8705,LRP007e,10.3,2,Bhandaria-Paikhkhali-Kathalia Road,,
Z8708,LRP001c,24.34,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP001c,26.6,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP003a,10.57,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP008a,31.15,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP012b,50.85,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP014c,21.2,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP018a,21.09,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP018d,52.66,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP018d,52.66,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP020a,30.45,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP021a,1.97,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP023b,73.5,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP028a,6.25,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP063b,1.52,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP064a,1.88,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP064b,1.87,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8708,LRP066c,1.8,2,Rajapur-Kathalia-Amua-Bamna-Patharghata Road,,
Z8713,LRP001a,9.94,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP002b,4.92,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP003a,15.64,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP003a,15.64,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP003c,14.88,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP003f,15.0,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP003f,15.0,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP004a,18.87,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP005a,4.35,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP005b,2.56,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP005c,12.0,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP006a,12.11,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP006a,12.11,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP007b,15.18,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP007b,15.15,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
Z8713,LRP008a,8.27,2,Kawkhali-Chirapara-Bhitabaria-Bhandaria Road,,
