Road No.,LRPName,length,condition,roadName,Traffic,Criticality_scores
R755,LRP003b,46.5,1,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.025960041566618863
R820,LRP041a,46.5,2,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,5000.0,0.02595630362653992
R755,LRP003b,46.49,0,Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road,4765.0,0.02595445876198088
N8,LRP022c,46.5,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.025913707015768006
N8,LRP020b,46.5,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.025913707015768006
N8,LRP022c,46.5,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.025913707015768006
R812,LRP026a,46.5,0,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.025905499453722333
N102,LRP044a,46.5,0,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,9414.0,0.025886093977567838
N207,LRP019a,46.3,0,Mirpur-Srimongal-Moulvibazar-Sherpur Road,5329.0,0.02583945300285766
R812,LRP002a,46.3,2,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.025794077950695566
N108,LRP006c,46.2,0,Keranirhat-Bandarban Road,5533.0,0.025780420333477567
N8,LRP020b,46.2,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.025746521809214665
R812,LRP002a,46.2,2,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.02573836719918219
R164,LRP006c,46.0,1,Baraichhari-Kaptai Road,2212.0,0.025721073030623688
R506,LRP041a,46.0,3,Aricha (Barangail)-Ghior-Daulatpur-Tangail Road,2383.0,0.025718382329487935
N8,LRP049a,46.04,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.025657356365719548
N5,LRP134a,46.05,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.025643475241748155
N8,LRP049a,46.0,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.025635065004845768
R164,LRP006c,45.8,0,Baraichhari-Kaptai Road,2212.0,0.025609242278316628
N5,LRP134a,45.98,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.025604494931934427
R160,LRP085b,45.8,2,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.025590081927566902
N108,LRP006c,45.8,2,Keranirhat-Bandarban Road,5533.0,0.02555721323102321
N1,LRP354a,46.0,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.025553352659828436
N1,LRP354a,46.0,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.025553352659828436
N1,LRP321b,46.0,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.025553352659828436
R504,LRP024b,45.74,0,Hemayetpur-Singair-Manikganj Road,4297.0,0.025543070815547936
R315,LRP013a,45.7,2,Mawna-Fulbaria-Kaliakoir-Dhamrai-Nabinagar (Dulivita) Road,3603.0,0.02553158213057801
R203,LRP038b,45.54,2,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.025450169463853457
N4,LRP074c,45.8,2,Joydebpur-Tangail-Jamalpur Road,19183.0,0.02534336303663743
N1,LRP439a,45.6,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.025331149593221237
N1,LRP439a,45.6,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.025331149593221237
N1,LRP393a,45.6,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.025331149593221237
R360,LRP038a,45.35,2,Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road,4103.0,0.025328288474172202
R241,LRP038a,45.2,2,Auskandi-Raniganj-Jagannathpur-Pagla Road,1750.0,0.025280893206927776
R312,LRP030c,45.15,0,Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road,4511.0,0.025210285802135628
R870,LRP014b,45.1,1,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.025192318000504834
N4,LRP053b,45.5,0,Joydebpur-Tangail-Jamalpur Road,19183.0,0.025177358475262077
R760,LRP010c,45.23,1,Khulna-Chuknagar-Satkhira Road,10088.0,0.02516866950484577
N1,LRP346a,45.3,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.02516449729326583
R745,LRP073b,45.1,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.025155662892950226
R203,LRP042a,45.0,2,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.025148388798274166
R203,LRP038b,45.0,2,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3091.0,0.025148388798274166
R745,LRP073b,45.04,0,Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road,6242.0,0.025122196379123687
N207,LRP019a,45.0,0,Mirpur-Srimongal-Moulvibazar-Sherpur Road,5329.0,0.02511393920364136
R312,LRP022a,44.85,0,Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road,4511.0,0.025042775597470274
N1,LRP321b,45.0,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.024997844993310425
R504,LRP024b,44.5,2,Hemayetpur-Singair-Manikganj Road,4297.0,0.024850604531960717
N4,LRP053b,44.9,1,Joydebpur-Tangail-Jamalpur Road,19183.0,0.02484534935251137
N5,LRP119a,44.58,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02482488873565978
N1,LRP354d,44.63,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.024792307156698768
N1,LRP354d,44.6,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.024775641926703226
R545,LRP051a,44.43,2,Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road,7097.0,0.024768959156873254
N1,LRP346a,44.55,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.024747866543377323
R545,LRP051a,44.3,0,Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road,7097.0,0.024696486397692664
R160,LRP065b,44.2,2,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.02469610526634186
N3,LRP082b,44.6,2,Dhaka (Banani)-Joydebpur-Mymensingh Road,18755.0,0.02468587444481516
N2,LRP177b,44.3,2,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02463403849449493
N4,LRP103a,44.5,0,Joydebpur-Tangail-Jamalpur Road,19183.0,0.02462400993734423
N706,LRP025a,44.14,2,Jessore (Daratana More)-Benapole Road,8271.0,0.024589563106614955
N706,LRP025a,44.14,1,Jessore (Daratana More)-Benapole Road,8271.0,0.024589563106614955
N4,LRP074a,44.4,2,Joydebpur-Tangail-Jamalpur Road,19183.0,0.024568675083552444
R312,LRP022a,44.0,2,Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road,4511.0,0.02456816335091844
R162,LRP029a,43.9,2,Rangamati (Manikchhari)-Mohalchhari-Khagrachhari Road,1100.0,0.024563548760843223
R312,LRP030c,43.9,2,Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road,4511.0,0.02451232661602999
N302,LRP006a,44.5,2,Tongi-Ashulia-Zerabo-EPZ Road,26940.0,0.02450593293409016
N5,LRP156a,43.91,1,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.024451791484585483
R480,LRP009a,43.7,3,Elanga-Bhuanpur Road,4161.0,0.024405885065128162
N2,LRP090a,43.88,2,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02440048779093539
R820,LRP047c,43.7,0,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,5000.0,0.024393343408167626
N5,LRP127a,43.8,3,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02439053671202105
R820,LRP022a,43.65,0,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,5000.0,0.024365433404268118
N604,LRP004b,43.82,2,Pabna Town Old Section (Bus Stand-Ghospara),12588.0,0.02434658794354261
N5,LRP128a,43.68,3,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.024323713323768936
R281,LRP052a,43.5,0,Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road,4375.0,0.024291003346437932
R162,LRP029a,43.4,1,Rangamati (Manikchhari)-Mohalchhari-Khagrachhari Road,1100.0,0.024283781690674165
R360,LRP103b,43.45,1,Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road,4103.0,0.024267125340744926
R881,LRP005a,43.4,0,Amtali-Khepupara-Kuakata Road,2638.0,0.02426094897414091
R280,LRP058a,43.5,0,Sylhet-Sunamganj Road,6991.0,0.024252077459526657
N5,LRP392a,43.55,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02425132131982915
R160,LRP044a,43.4,0,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.024249116935729335
R220,LRP048a,43.4,2,Sarail-Nasirnagar-Lakhai-Habiganj Road,5017.0,0.02422563100753973
N5,LRP128a,43.5,3,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.024223478241390768
N3,LRP082b,43.75,1,Dhaka (Banani)-Joydebpur-Mymensingh Road,18755.0,0.024215403743512626
R870,LRP048a,43.35,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.024214789031527375
R504,LRP015c,43.33,1,Hemayetpur-Singair-Manikganj Road,4297.0,0.024197229086963094
R140,LRP110a,43.4,0,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road,8032.0,0.02418087116336043
R170,LRP053a,43.3,0,Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road,5931.0,0.02415627385861475
N5,LRP172a,43.35,1,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.024139949006075627
R545,LRP069a,43.3,0,Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road,7097.0,0.024139003634765063
N604,LRP004b,43.4,2,Pabna Town Old Section (Bus Stand-Ghospara),12588.0,0.024113234065489486
R301,LRP003c,43.3,1,Tongi-Kaliganj-Gorashal-Pachdona Road,11510.0,0.024073640429062935
N4,LRP103a,43.5,1,Joydebpur-Tangail-Jamalpur Road,19183.0,0.02407066139942638
R140,LRP126b,43.18,1,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road,8032.0,0.024058295318753534
R151,LRP035a,43.0,2,Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road,2328.0,0.02404190551448142
N4,LRP090a,43.4,1,Joydebpur-Tangail-Jamalpur Road,19183.0,0.024015326545634597
R220,LRP048a,43.0,1,Sarail-Nasirnagar-Lakhai-Habiganj Road,5017.0,0.024002353302401115
N5,LRP127a,43.08,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.023989596382508374
N8,LRP127b,43.0,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023963212939312348
N8,LRP127b,43.0,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023963212939312348
R812,LRP018a,43.0,2,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.023955623150753984
R870,LRP016b,42.87,1,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.02394666680003641
R870,LRP016b,42.87,0,Barisal-Jhalokati-Rajapur-Bhandaria-Pirojpur Road,3866.0,0.02394666680003641
N7,LRP122b,43.0,0,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.023938987393274318
R220,LRP046a,42.85,1,Sarail-Nasirnagar-Lakhai-Habiganj Road,5017.0,0.023918624162974137
N5,LRP517a,42.95,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02391720437856859
N5,LRP517a,42.95,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02391720437856859
N2,LRP090a,43.0,2,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02391114345966777
N2,LRP177b,43.0,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02391114345966777
N7,LRP122b,42.94,2,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,9325.0,0.023905584155051143
R812,LRP038a,42.9,2,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.023899912399240605
N108,LRP015a,42.8,0,Keranirhat-Bandarban Road,5533.0,0.02388315996261558
N108,LRP015a,42.77,0,Keranirhat-Bandarban Road,5533.0,0.023866419429931503
R151,LRP033d,42.67,0,Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road,2328.0,0.02385739786750982
N8,LRP101a,42.8,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023851756134943454
R280,LRP051a,42.76,0,Sylhet-Sunamganj Road,6991.0,0.02383951338320367
R220,LRP046a,42.7,1,Sarail-Nasirnagar-Lakhai-Habiganj Road,5017.0,0.023834895023547156
R545,LRP069a,42.75,2,Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road,7097.0,0.023832388115154885
N809,LRP026a,42.6,0,Barishal-Laherhat-Veduria-Bhola-Illisha-Maju Chowdhuryhat-Lakshmipur Road,1754.0,0.023826624247470226
R280,LRP051c,42.7,0,Sylhet-Sunamganj Road,6991.0,0.02380606224188019
N5,LRP521b,42.75,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.023805832064815066
N5,LRP521b,42.75,1,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.023805832064815066
R281,LRP052a,42.6,2,Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road,4375.0,0.023788430863408185
N5,LRP120a,42.7,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.023777988986376685
N503,LRP002a,42.5,1,Utholi-Aricha Road,3258.0,0.023748828264819194
R812,LRP018a,42.6,2,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.023732780144700462
N2,LRP091b,42.65,2,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.023716517873368145
R280,LRP035a,42.5,3,Sylhet-Sunamganj Road,6991.0,0.023694558437468573
R160,LRP066a,42.4,2,Hathazari-Fatikchhari-Manikchhari-Matiranga-Khagrachhari Road,3435.0,0.023690381522463683
N8,LRP025f,42.5,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023684570928390113
N8,LRP025f,42.5,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023684570928390113
R601,LRP048a,42.36,1,Pabna-Sujanagar-Natakhola Ferry Ghat (Baderhat) Road,5006.0,0.023645268363843865
R140,LRP126b,42.4,1,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road,8032.0,0.023623708233329082
R506,LRP001a,42.25,3,Aricha (Barangail)-Ghior-Daulatpur-Tangail Road,2383.0,0.02362177507436664
N4,LRP041a,42.6,0,Joydebpur-Tangail-Jamalpur Road,19183.0,0.02357264771530032
R812,LRP038a,42.3,2,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.023565647890160312
N5,LRP265a,42.2,3,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.023499558201992888
R151,LRP014c,42.0,0,Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road,2328.0,0.023482791432749294
N4,LRP041a,42.43,1,Joydebpur-Tangail-Jamalpur Road,19183.0,0.023478578463854285
R860,LRP047a,41.74,0,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,3352.0,0.02332280121439545
R860,LRP047a,41.74,0,Mostafapur-Madaripur-Shariatpur (Monohar Bazar)-Ibrahimpur-Harina-Chandpur (Bhatialpur) Road,3352.0,0.02332280121439545
N2,LRP091b,41.9,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.023299463045583245
N5,LRP265a,41.74,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02324340188035979
N208,LRP009a,41.7,2,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,7665.0,0.023238929145580907
N8,LRP046a,41.7,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023238743710914535
N8,LRP046a,41.7,0,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.023238743710914535
R360,LRP103a,41.6,1,Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road,4103.0,0.023233887552934148
N5,LRP005a,41.65,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0231932843391707
N5,LRP005a,41.65,2,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.0231932843391707
N1,LRP445b,41.75,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.023192445077126898
N1,LRP445b,41.75,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.023192445077126898
R504,LRP015c,41.5,2,Hemayetpur-Singair-Manikganj Road,4297.0,0.02317528287812067
N5,LRP005a,41.6,1,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02316544126073232
N5,LRP005b,41.6,1,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02316544126073232
N4,LRP066a,41.85,1,Joydebpur-Tangail-Jamalpur Road,19183.0,0.023157636311861934
N208,LRP025b,41.55,3,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,7665.0,0.02315533587527306
R114,LRP025a,41.25,2,Nayapur-Araihazar-Narsingdi-Raipura Road,4896.0,0.023027220685674674
R280,LRP035a,41.3,2,Sylhet-Sunamganj Road,6991.0,0.02302553561099887
R880,LRP021b,41.0,0,Patuakhali-Amtali-Barguna-Kacchira Road,4697.0,0.022890452699273648
N5,LRP419a,41.08,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.022875873244973165
R170,LRP053a,41.0,0,Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road,5931.0,0.02287314614788002
N1,LRP217a,41.11,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.02283692017055537
N5,LRP419a,40.98,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.022820187088096404
N2,LRP150a,41.0,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02279899725224136
N2,LRP150a,41.0,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02279899725224136
R241,LRP036a,40.75,2,Auskandi-Raniganj-Jagannathpur-Pagla Road,1750.0,0.02279195571199794
R547,LRP021a,40.78,0,Naogaon-Badalgachhi-Patnitala-Shapahar-Porsha-Rohonpur Road,3758.0,0.022780724463433776
R241,LRP036a,40.6,0,Auskandi-Raniganj-Jagannathpur-Pagla Road,1750.0,0.02270805894250592
N2,LRP225a,40.8,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.022687782631498718
N4,LRP023b,41.0,0,Joydebpur-Tangail-Jamalpur Road,19183.0,0.02268729005463176
N5,LRP262d,40.73,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.022680971695904505
N5,LRP262a,40.73,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.022680971695904505
N2,LRP114a,40.75,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02265997897631306
N2,LRP114a,40.7,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.0226321753211274
R506,LRP023d,40.4,1,Aricha (Barangail)-Ghior-Daulatpur-Tangail Road,2383.0,0.022587448828506797
N2,LRP058c,40.6,1,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02257656801075608
N2,LRP060a,40.5,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.02252096070038476
N208,LRP025b,40.4,0,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,7665.0,0.02251445413624625
N1,LRP019a,40.5,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.022498060493979385
N1,LRP019a,40.5,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.022498060493979385
N4,LRP076a,40.64,2,Joydebpur-Tangail-Jamalpur Road,19183.0,0.022488084580981338
N1,LRP019a,40.4,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.022442509727327583
N1,LRP240a,40.38,2,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.022431399573997222
N1,LRP019b,40.33,1,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.02240362419067132
R161,LRP056c,40.0,3,Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road,2089.0,0.02236783343237401
N204,LRP001a,40.0,1,Jagadishpur-Chunarughat-Shaistaganj (old part),2628.0,0.0223604584620604
N204,LRP001a,40.0,0,Jagadishpur-Chunarughat-Shaistaganj (old part),2628.0,0.0223604584620604
N108,LRP021e,40.06,0,Keranirhat-Bandarban Road,5533.0,0.02235419131080327
R748,LRP030a,40.0,0,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,4340.0,0.022337033695498446
R748,LRP030a,40.0,0,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,4340.0,0.022337033695498446
R371,LRP011c,40.0,2,Sherpur-Nakla-Phulpur-Mymensingh (Raghurampur) Road,5266.0,0.022324363523865052
N5,LRP262a,40.07,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.022313443060517888
N5,LRP262d,40.04,0,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,8913.0,0.02229673721345486
N102,LRP029b,40.0,0,Comilla (Mainamati)-Brahmanbaria (Sarail) Road,9414.0,0.022267607722639
N204,LRP020b,39.8,0,Jagadishpur-Chunarughat-Shaistaganj (old part),2628.0,0.022248656169750098
N2,LRP285b,40.0,0,Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road,11218.0,0.022242924148528156
R504,LRP029a,39.8,0,Hemayetpur-Singair-Manikganj Road,4297.0,0.022225933940944638
N1,LRP226b,40.0,0,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,12871.0,0.02222030666072038
R820,LRP047c,39.8,1,Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road,5000.0,0.022216363104006213
R555,LRP008b,39.85,0,Palashbari-Gaibandah Road,9806.0,0.022178760692460976
R555,LRP008b,39.85,3,Palashbari-Gaibandah Road,9806.0,0.022178760692460976
R812,LRP022a,39.8,0,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.022172879102325783
N4,LRP076a,40.0,3,Joydebpur-Tangail-Jamalpur Road,19183.0,0.022133941516713912
N8,LRP178a,39.7,2,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,7678.0,0.022124175667225587
R812,LRP022a,39.7,0,Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road,8194.0,0.022117168350812403
R681,LRP010a,39.5,3,Ujanpara-Bijoynagar Road (Old Part),2555.0,0.022081939082254
N204,LRP025c,39.5,1,Jagadishpur-Chunarughat-Shaistaganj (old part),2628.0,0.02208095273128465
R282,LRP001c,39.5,0,Juri-Lathidila Road,3123.0,0.022074264461012995
R114,LRP025a,39.5,2,Nayapur-Araihazar-Narsingdi-Raipura Road,4896.0,0.022050308292949083
N805,LRP013a,39.5,0,Bhanga-Bhatiapara-Mollahhat Road,4917.0,0.02205002454814968
